order_id,customer_id,product_id,supplier_id,warehouse_id,quantity,order_date
8902,2457,463,53,3,8,2025-03-03
8903,1641,315,85,16,4,2025-08-17
8904,240,276,23,11,9,2025-03-28
8905,2572,378,85,5,4,2025-11-16
8906,137,383,10,10,7,2025-11-03
8907,433,53,63,5,5,2025-06-07
8908,4246,271,84,12,2,2025-06-21
8909,2571,364,41,7,10,2025-03-06
8910,1510,450,21,20,4,2025-01-06
8911,1874,484,8,7,7,2025-06-15
8912,4466,464,26,20,1,2025-12-20
8913,4065,37,18,6,7,2025-03-05
8914,471,115,2,2,6,2025-08-25
8915,1370,417,12,4,6,2025-01-08
8916,4204,375,88,3,7,2025-11-04
8917,4673,8,91,1,6,2025-05-05
8918,1208,379,43,11,2,2025-04-04
8919,554,338,3,6,7,2025-10-04
8920,4851,83,50,6,10,2025-04-07
8921,1086,389,4,18,5,2025-06-05
8922,3576,236,99,7,5,2025-10-25
8923,2392,253,39,17,7,2025-03-18
8924,1754,136,64,19,10,2025-04-22
8925,4890,316,73,7,6,2025-08-01
8926,3426,182,53,6,3,2025-10-27
8927,1389,290,1,19,9,2025-07-29
8928,872,349,77,13,1,2025-06-22
8929,3727,460,92,5,8,2025-08-09
8930,1990,328,20,18,3,2025-09-22
8931,1622,471,17,7,3,2025-07-06
8932,1634,7,91,15,8,2025-10-09
8933,2396,341,29,17,3,2025-09-02
8934,1289,389,87,6,9,2025-11-02
8935,2348,437,51,15,7,2025-03-29
8936,2733,80,32,11,5,2025-10-30
8937,1365,475,31,8,2,2025-11-17
8938,2115,404,81,3,6,2025-08-15
8939,670,186,24,14,7,2025-09-09
8940,2714,55,85,2,6,2025-01-28
8941,3516,337,9,19,3,2025-08-26
8942,1714,170,97,17,3,2025-01-22
8943,2977,212,74,4,9,2025-09-12
8944,2818,92,32,19,6,2025-11-03
8945,3526,459,60,8,6,2025-02-18
8946,1203,34,51,18,4,2025-06-23
8947,1974,498,59,9,7,2025-06-02
8948,3452,251,16,10,6,2025-01-27
8949,4564,301,11,20,5,2025-08-12
8950,3107,379,75,11,3,2025-03-16
8951,722,403,28,4,5,2025-05-03
8952,3292,64,67,9,8,2025-10-18
8953,3925,423,77,20,7,2025-06-14
8954,1289,99,41,1,6,2025-11-14
8955,272,267,73,11,2,2025-10-19
8956,2601,153,29,9,10,2025-04-11
8957,2053,275,59,6,2,2025-02-18
8958,3639,204,83,12,9,2025-04-01
8959,458,148,99,12,1,2025-05-06
8960,2674,376,60,12,3,2025-06-22
8961,4604,78,7,11,6,2025-03-23
8962,845,76,18,3,3,2025-05-02
8963,3689,332,28,16,1,2025-08-18
8964,1765,295,56,7,9,2025-03-07
8965,4865,375,69,17,5,2025-02-09
8966,1418,116,64,4,6,2025-12-08
8967,1006,315,38,1,9,2025-11-08
8968,2585,64,86,6,9,2025-11-13
8969,652,214,59,5,9,2025-10-27
8970,4414,433,32,13,5,2025-07-02
8971,1715,351,79,8,10,2025-11-18
8972,3532,449,11,15,2,2025-12-19
8973,172,128,48,15,2,2025-01-08
8974,2803,284,39,14,5,2025-08-03
8975,2003,386,57,3,9,2025-11-14
8976,2147,411,16,18,2,2025-06-17
8977,1655,143,96,8,9,2025-01-23
8978,1227,189,54,4,8,2025-03-08
8979,598,245,49,20,8,2025-01-20
8980,3640,196,71,17,5,2025-05-12
8981,4601,366,38,6,6,2025-09-29
8982,485,437,39,13,8,2025-12-21
8983,2816,331,82,1,1,2025-12-10
8984,4665,438,70,3,6,2025-12-16
8985,538,100,29,18,1,2025-03-05
8986,179,183,61,13,10,2025-11-02
8987,1822,209,24,6,3,2025-01-13
8988,1651,378,91,20,5,2025-07-02
8989,624,84,20,16,2,2025-08-18
8990,756,307,71,9,10,2025-11-16
8991,4460,44,90,10,1,2025-03-29
8992,974,133,10,5,5,2025-08-13
8993,3289,179,90,7,10,2025-05-01
8994,2359,99,11,14,1,2025-12-09
8995,668,110,15,10,6,2025-02-28
8996,2979,37,58,16,1,2025-07-19
8997,4741,107,33,18,7,2025-09-06
8998,843,225,38,14,10,2025-10-10
8999,4907,469,97,7,7,2025-04-30
9000,3668,467,61,12,7,2025-09-13
9001,4855,181,9,11,6,2025-06-04
9002,2691,409,86,3,5,2025-07-08
9003,803,326,20,1,4,2025-03-21
9004,3687,125,37,10,10,2025-06-21
9005,3622,201,2,16,8,2025-11-17
9006,4675,250,9,1,9,2025-01-23
9007,4774,392,25,18,1,2025-04-30
9008,1758,477,71,6,4,2025-07-06
9009,2749,372,67,9,3,2025-06-27
9010,4792,380,26,1,5,2025-03-22
9011,3579,249,24,1,5,2025-08-31
9012,1339,250,37,5,8,2025-08-05
9013,238,368,19,18,3,2025-10-11
9014,4081,494,63,11,8,2025-12-30
9015,3906,429,47,6,7,2025-02-01
9016,3246,115,71,7,5,2025-12-26
9017,1574,480,73,11,1,2025-12-21
9018,3695,272,80,1,2,2025-07-27
9019,1300,373,69,12,5,2025-04-02
9020,2411,356,38,3,2,2025-09-15
9021,2509,34,24,19,3,2025-04-24
9022,3594,222,96,4,4,2025-11-06
9023,991,418,96,11,7,2025-10-18
9024,1707,205,98,5,10,2025-01-22
9025,3723,282,77,7,2,2025-03-02
9026,617,139,14,10,1,2025-12-18
9027,774,356,87,17,4,2025-12-03
9028,2714,165,19,18,1,2025-11-21
9029,4838,34,55,3,5,2025-03-19
9030,1737,16,55,11,1,2025-12-22
9031,1040,29,82,10,5,2025-05-03
9032,3737,162,31,7,7,2025-03-09
9033,4335,468,13,17,3,2025-01-15
9034,832,53,9,19,4,2025-07-22
9035,1313,251,42,1,2,2025-08-19
9036,561,199,95,19,2,2025-05-07
9037,651,155,20,13,10,2025-03-16
9038,3240,41,56,19,4,2025-07-25
9039,1690,254,86,17,7,2025-07-27
9040,1860,127,30,11,8,2025-01-15
9041,444,63,41,5,9,2025-04-27
9042,4429,139,91,15,7,2025-09-11
9043,495,189,69,15,6,2025-09-12
9044,1712,312,73,3,1,2025-12-31
9045,4971,82,91,8,9,2025-01-20
9046,4455,477,98,1,10,2025-09-24
9047,4314,42,98,13,3,2025-08-05
9048,1178,431,78,5,9,2025-07-16
9049,105,233,52,8,1,2025-01-03
9050,4222,336,1,9,4,2025-05-17
9051,481,182,82,9,10,2025-09-30
9052,2805,81,26,6,6,2025-09-11
9053,1769,287,94,16,3,2025-01-28
9054,2938,283,68,4,7,2025-08-19
9055,3096,268,79,14,8,2025-07-25
9056,2867,37,81,8,6,2025-02-25
9057,4393,297,65,20,10,2025-04-27
9058,3695,214,71,13,7,2025-06-24
9059,4531,28,49,3,7,2025-12-25
9060,3700,337,81,18,6,2025-10-02
9061,2038,273,79,9,5,2025-09-03
9062,1507,176,56,12,5,2025-09-28
9063,4597,398,14,19,5,2025-03-11
9064,82,45,88,3,2,2025-08-03
9065,4429,235,91,19,1,2025-02-15
9066,1752,325,86,3,2,2025-06-17
9067,3079,52,32,6,8,2025-11-21
9068,2987,464,62,14,4,2025-06-19
9069,3212,212,7,9,5,2025-05-30
9070,2491,26,98,20,4,2025-06-23
9071,2728,391,54,16,4,2025-10-22
9072,3635,24,99,8,9,2025-11-22
9073,2936,412,51,19,1,2025-06-25
9074,801,313,37,13,1,2025-05-02
9075,719,165,29,11,4,2025-12-12
9076,2317,355,73,11,4,2025-12-13
9077,4127,232,81,12,1,2025-05-22
9078,2255,234,16,14,10,2025-12-18
9079,1797,16,84,17,10,2025-05-05
9080,4854,130,77,8,9,2025-02-16
9081,377,194,80,14,7,2025-03-21
9082,4103,225,10,1,3,2025-05-08
9083,3552,41,29,15,8,2025-03-25
9084,1623,64,46,17,10,2025-10-23
9085,1913,56,47,8,6,2025-11-24
9086,4075,80,66,14,5,2025-08-28
9087,635,188,6,8,7,2025-07-12
9088,2796,95,76,15,1,2025-07-14
9089,1485,292,80,5,9,2025-11-05
9090,4130,235,91,17,4,2025-12-11
9091,4566,456,61,5,10,2025-05-28
9092,1455,472,87,18,6,2025-02-04
9093,2764,197,45,20,8,2025-12-14
9094,2628,278,97,10,6,2025-06-27
9095,499,371,94,10,1,2025-04-03
9096,893,136,37,1,2,2025-04-21
9097,3410,336,8,8,2,2025-03-31
9098,217,426,42,8,3,2025-12-06
9099,979,16,61,15,3,2025-10-28
9100,1059,480,63,16,10,2025-11-15
9101,719,15,79,3,10,2025-05-11
9102,4347,192,47,16,10,2025-05-13
9103,572,448,81,19,7,2025-10-05
9104,4968,160,88,20,6,2025-04-23
9105,409,366,5,18,6,2025-11-20
9106,1926,71,14,7,3,2025-01-26
9107,3972,339,71,11,9,2025-02-06
9108,1575,262,26,7,7,2025-10-19
9109,860,41,22,5,9,2025-02-20
9110,2377,180,96,3,1,2025-12-06
9111,4838,462,58,9,10,2025-07-01
9112,2777,481,55,18,7,2025-05-10
9113,1356,434,58,18,9,2025-01-10
9114,4264,177,65,7,2,2025-06-10
9115,1871,49,17,12,10,2025-09-13
9116,4098,318,56,18,7,2025-08-13
9117,122,270,55,15,4,2025-03-25
9118,4233,234,60,18,3,2025-05-14
9119,2345,329,30,10,5,2025-02-10
9120,4497,7,49,4,7,2025-07-12
9121,2326,221,16,7,9,2025-05-21
9122,1482,187,76,20,1,2025-02-18
9123,622,335,9,14,7,2025-03-04
9124,204,401,64,10,10,2025-08-06
9125,2915,483,59,14,1,2025-12-06
9126,2672,437,80,18,8,2025-01-12
9127,3510,185,18,17,2,2025-06-15
9128,553,299,10,3,5,2025-03-31
9129,2404,467,35,19,8,2025-04-22
9130,3215,494,53,14,5,2025-09-08
9131,3144,184,26,15,1,2025-09-09
9132,3130,178,94,17,5,2025-10-21
9133,1980,450,19,9,5,2025-12-28
9134,587,196,100,19,4,2025-07-11
9135,388,210,7,15,4,2025-03-28
9136,2395,475,43,3,8,2025-06-15
9137,4997,351,12,1,5,2025-05-21
9138,3898,199,41,6,4,2025-08-11
9139,1788,305,77,17,1,2025-06-21
9140,4214,289,97,20,2,2025-04-24
9141,4016,214,24,16,8,2025-05-25
9142,4898,407,97,12,4,2025-10-11
9143,3399,60,59,13,1,2025-05-16
9144,2373,97,4,17,3,2025-06-06
9145,4962,361,30,6,6,2025-03-09
9146,4809,447,60,17,9,2025-12-04
9147,1186,84,13,20,5,2025-03-29
9148,4218,19,86,1,7,2025-11-27
9149,4865,54,47,11,3,2025-10-14
9150,4021,230,40,9,7,2025-12-29
9151,4691,372,91,11,1,2025-12-02
9152,1051,53,87,11,9,2025-05-04
9153,4660,164,81,3,5,2025-07-23
9154,2040,109,1,10,5,2025-03-13
9155,1809,360,78,13,1,2025-11-11
9156,414,325,36,18,9,2025-03-20
9157,1827,428,54,13,10,2025-05-23
9158,3344,84,64,10,9,2025-05-04
9159,4315,278,69,18,10,2025-01-23
9160,2315,45,76,10,6,2025-10-04
9161,3008,158,71,15,10,2025-12-03
9162,3509,171,44,13,10,2025-09-13
9163,4081,479,52,20,1,2025-01-18
9164,3917,211,2,13,1,2025-04-08
9165,3671,125,34,5,5,2025-10-16
9166,2351,411,66,12,3,2025-07-26
9167,769,83,19,3,7,2025-04-01
9168,4038,309,99,10,10,2025-12-01
9169,1141,478,78,18,7,2025-12-28
9170,4759,388,20,3,1,2025-09-30
9171,5000,129,62,1,6,2025-08-31
9172,1853,441,71,5,3,2025-07-05
9173,4603,163,6,9,4,2025-11-04
9174,1248,429,8,5,3,2025-06-16
9175,1376,239,80,10,7,2025-04-18
9176,2583,420,75,1,10,2025-03-28
9177,1782,75,14,15,1,2025-07-17
9178,3895,293,85,11,2,2025-11-27
9179,3165,218,31,16,7,2025-12-09
9180,3225,258,15,5,10,2025-07-04
9181,1859,431,78,1,6,2025-09-01
9182,4814,265,64,7,5,2025-05-25
9183,3480,372,76,20,3,2025-10-28
9184,3130,11,65,3,3,2025-02-18
9185,731,86,88,12,10,2025-04-07
9186,3679,302,87,6,8,2025-07-09
9187,229,250,17,6,8,2025-05-13
9188,2054,427,39,1,8,2025-08-28
9189,3908,58,3,5,6,2025-11-15
9190,4428,482,68,8,4,2025-07-05
9191,4001,449,72,6,10,2025-02-28
9192,1003,341,83,9,2,2025-02-20
9193,1158,44,45,11,10,2025-10-27
9194,1381,357,5,7,9,2025-08-20
9195,2411,78,50,8,6,2025-01-13
9196,3210,72,95,5,5,2025-12-19
9197,1432,388,35,3,7,2025-02-21
9198,11,42,18,8,9,2025-01-23
9199,4730,33,96,12,3,2025-10-11
9200,1423,249,97,8,2,2025-12-21
9201,2134,411,2,19,10,2025-06-09
9202,4774,42,96,7,2,2025-05-03
9203,4766,98,10,16,3,2025-09-30
9204,4741,217,46,3,9,2025-05-14
9205,2484,430,58,16,9,2025-04-09
9206,1871,417,96,3,2,2025-02-03
9207,3981,128,27,6,7,2025-12-25
9208,2783,66,20,1,7,2025-10-16
9209,1574,331,100,1,7,2025-04-09
9210,1608,441,82,2,6,2025-07-07
9211,2845,78,85,13,1,2025-02-26
9212,4670,101,46,3,4,2025-11-16
9213,526,245,92,3,10,2025-02-23
9214,2084,210,59,11,9,2025-03-08
9215,1204,99,7,14,6,2025-04-07
9216,1605,336,45,13,5,2025-04-11
9217,2073,70,81,13,3,2025-01-25
9218,3172,333,60,1,9,2025-11-12
9219,2100,401,67,13,1,2025-02-22
9220,4424,292,31,4,8,2025-04-28
9221,4584,420,55,1,3,2025-09-26
9222,533,414,92,16,3,2025-05-02
9223,3676,42,30,2,2,2025-10-11
9224,4636,129,91,2,3,2025-08-15
9225,3064,109,39,15,4,2025-11-28
9226,4284,340,31,15,9,2025-09-27
9227,391,247,18,20,9,2025-04-21
9228,496,310,52,11,6,2025-05-14
9229,1443,428,32,14,9,2025-02-23
9230,4162,379,99,4,2,2025-01-01
9231,4926,443,50,16,9,2025-12-02
9232,2111,169,20,11,4,2025-09-30
9233,2580,351,14,3,3,2025-05-29
9234,2166,455,92,8,4,2025-04-24
9235,1571,79,70,12,5,2025-07-23
9236,3188,438,63,17,2,2025-03-13
9237,1746,201,39,14,10,2025-05-31
9238,3386,103,91,17,2,2025-07-10
9239,2518,500,71,5,5,2025-11-06
9240,1280,244,3,19,1,2025-01-07
9241,3751,56,78,10,4,2025-02-02
9242,2937,457,4,16,1,2025-05-16
9243,3680,128,77,6,10,2025-08-03
9244,349,394,9,1,9,2025-08-02
9245,1990,431,51,9,5,2025-02-02
9246,4729,466,85,12,3,2025-08-16
9247,2335,489,95,17,5,2025-04-20
9248,4903,180,79,15,7,2025-08-25
9249,2324,400,91,15,9,2025-10-22
9250,4509,81,55,7,5,2025-10-26
9251,1656,418,98,2,10,2025-09-21
9252,213,303,11,4,2,2025-03-14
9253,1455,432,9,16,1,2025-01-29
9254,1113,164,60,18,1,2025-05-13
9255,1788,166,45,9,2,2025-08-30
9256,4090,357,53,3,5,2025-10-05
9257,2548,371,82,9,9,2025-12-04
9258,459,37,82,18,2,2025-11-29
9259,1582,393,3,2,1,2025-05-06
9260,695,220,16,13,10,2025-12-13
9261,2729,94,15,16,2,2025-12-10
9262,272,329,63,2,4,2025-06-13
9263,4319,141,74,15,3,2025-12-27
9264,4510,228,19,7,5,2025-06-21
9265,549,355,16,20,6,2025-03-22
9266,1554,474,5,20,2,2025-08-02
9267,2046,182,81,15,1,2025-08-16
9268,1401,229,48,17,3,2025-05-24
9269,3362,210,46,6,2,2025-09-28
9270,1694,193,87,3,6,2025-02-13
9271,969,215,92,3,6,2025-10-13
9272,4387,67,1,20,4,2025-08-23
9273,1909,228,34,8,10,2025-12-14
9274,1176,275,53,6,10,2025-01-18
9275,3959,274,77,17,3,2025-03-25
9276,2393,181,85,4,10,2025-08-13
9277,3222,359,60,12,3,2025-11-12
9278,1357,395,11,10,10,2025-04-24
9279,3216,273,58,9,10,2025-07-23
9280,322,74,20,19,7,2025-09-12
9281,1825,346,73,17,10,2025-12-21
9282,2842,181,2,16,5,2025-10-09
9283,579,212,98,9,6,2025-03-15
9284,1977,459,68,4,1,2025-09-14
9285,1346,386,61,6,3,2025-12-15
9286,4174,488,17,5,5,2025-03-21
9287,3701,81,97,20,3,2025-02-04
9288,4262,225,43,7,7,2025-02-15
9289,3048,85,66,6,2,2025-05-08
9290,4272,460,17,5,10,2025-04-03
9291,3563,446,62,13,8,2025-03-06
9292,2852,296,71,11,1,2025-05-11
9293,1676,471,63,7,8,2025-07-20
9294,1971,211,28,15,8,2025-04-26
9295,3830,98,39,13,3,2025-08-10
9296,1318,387,9,5,1,2025-04-17
9297,1632,217,80,4,6,2025-03-28
9298,3754,123,65,1,7,2025-09-14
9299,412,84,10,8,9,2025-05-31
9300,1032,35,35,14,5,2025-11-30
9301,3170,90,50,19,1,2025-05-11
9302,4816,466,42,5,4,2025-01-30
9303,4888,131,23,15,3,2025-12-25
9304,4180,167,3,14,6,2025-08-30
9305,3339,109,28,4,4,2025-07-02
9306,4655,310,55,1,6,2025-07-05
9307,4856,299,37,14,1,2025-09-12
9308,176,302,89,18,4,2025-06-12
9309,610,184,4,19,9,2025-03-27
9310,3822,142,32,10,5,2025-05-11
9311,56,369,42,2,9,2025-03-04
9312,2180,475,34,16,4,2025-07-21
9313,4310,193,29,18,7,2025-05-25
9314,3191,439,38,8,4,2025-05-09
9315,2493,17,11,18,8,2025-09-28
9316,3999,293,75,9,10,2025-06-10
9317,1900,106,14,19,4,2025-02-26
9318,2670,18,54,20,8,2025-04-15
9319,3096,109,77,19,9,2025-08-20
9320,4168,81,37,1,9,2025-12-17
9321,4217,273,70,6,10,2025-11-28
9322,964,470,36,14,3,2025-09-02
9323,4532,189,48,18,10,2025-09-14
9324,3959,323,96,12,1,2025-01-13
9325,2353,67,79,5,7,2025-07-06
9326,3851,285,39,6,1,2025-03-22
9327,4409,253,26,10,10,2025-06-18
9328,2160,225,61,12,4,2025-10-25
9329,2071,480,93,17,2,2025-07-07
9330,471,54,52,1,3,2025-04-01
9331,4441,42,55,11,7,2025-12-03
9332,3258,360,82,19,4,2025-09-02
9333,2020,252,86,4,5,2025-08-25
9334,3722,49,52,14,9,2025-06-07
9335,3477,68,46,9,10,2025-11-17
9336,4950,383,40,15,10,2025-03-01
9337,3316,413,49,8,5,2025-07-24
9338,4523,130,83,13,6,2025-05-09
9339,4884,444,6,8,5,2025-12-23
9340,2501,358,74,9,7,2025-02-10
9341,3336,179,24,8,4,2025-10-07
9342,4018,9,1,1,1,2025-01-31
9343,4412,337,75,18,8,2025-04-24
9344,386,180,78,19,9,2025-07-26
9345,4871,102,57,3,6,2025-01-04
9346,1267,105,20,16,7,2025-05-10
9347,4002,92,11,16,3,2025-10-07
9348,3134,125,99,18,2,2025-07-21
9349,4280,346,54,5,2,2025-12-31
9350,2675,383,75,2,4,2025-07-25
9351,3866,165,36,20,10,2025-04-16
9352,2773,242,68,4,1,2025-03-24
9353,3173,373,86,1,9,2025-07-08
9354,2414,372,72,10,3,2025-07-06
9355,604,209,74,18,10,2025-11-18
9356,1299,106,47,18,9,2025-01-03
9357,4919,490,97,7,1,2025-11-03
9358,2726,296,100,2,3,2025-03-16
9359,4292,499,85,4,3,2025-10-15
9360,1571,90,92,3,8,2025-04-14
9361,4497,321,57,7,7,2025-03-31
9362,2794,409,6,15,2,2025-06-14
9363,340,232,18,5,3,2025-06-16
9364,1581,180,65,7,3,2025-03-21
9365,2787,399,11,4,9,2025-09-02
9366,3217,152,17,12,10,2025-02-03
9367,1987,309,16,16,9,2025-11-15
9368,1641,82,12,16,3,2025-12-30
9369,130,378,15,7,9,2025-05-20
9370,4988,420,24,20,2,2025-04-14
9371,1323,378,97,16,9,2025-06-19
9372,3946,91,92,6,1,2025-03-20
9373,4558,404,34,6,3,2025-12-27
9374,3826,81,26,19,4,2025-02-10
9375,4803,104,62,12,8,2025-05-08
9376,3544,49,62,12,9,2025-02-09
9377,4138,158,45,14,5,2025-04-20
9378,423,186,47,4,4,2025-05-18
9379,130,396,28,19,8,2025-09-03
9380,776,292,16,1,4,2025-10-16
9381,4339,403,19,15,7,2025-09-23
9382,3790,3,43,10,4,2025-04-25
9383,3009,305,40,12,9,2025-09-01
9384,2737,99,32,20,2,2025-06-20
9385,2339,225,15,16,9,2025-04-01
9386,4949,359,54,17,8,2025-12-02
9387,1970,282,31,13,2,2025-02-07
9388,4584,341,84,8,2,2025-12-01
9389,483,452,24,4,9,2025-05-03
9390,1596,188,85,9,5,2025-05-20
9391,4280,10,50,17,9,2025-06-16
9392,4740,359,48,18,2,2025-04-11
9393,3510,434,11,17,10,2025-04-22
9394,3018,114,49,4,4,2025-09-08
9395,3671,393,66,10,1,2025-10-13
9396,860,243,76,3,5,2025-03-23
9397,32,221,54,2,10,2025-08-05
9398,791,278,23,20,2,2025-05-04
9399,964,80,71,14,7,2025-09-24
9400,534,123,65,18,8,2025-04-25
9401,3791,175,9,9,9,2025-02-04
9402,1876,421,4,13,8,2025-04-06
9403,3711,317,19,2,10,2025-03-07
9404,2490,363,13,11,10,2025-02-20
9405,2211,278,45,19,8,2025-12-28
9406,3406,313,40,1,9,2025-04-19
9407,433,14,70,3,2,2025-07-12
9408,1283,484,29,7,2,2025-11-29
9409,1804,252,98,15,1,2025-06-14
9410,4111,122,19,7,5,2025-04-15
9411,3534,426,92,20,3,2025-04-15
9412,752,41,93,17,3,2025-10-24
9413,1514,139,31,15,9,2025-04-01
9414,4297,479,65,3,3,2025-12-11
9415,2466,129,39,6,2,2025-05-22
9416,1218,126,84,11,1,2025-09-13
9417,2612,306,49,4,4,2025-11-09
9418,4771,347,38,3,9,2025-07-27
9419,49,430,84,9,4,2025-10-23
9420,1269,253,95,8,4,2025-10-18
9421,4663,198,54,7,10,2025-11-25
9422,772,360,14,13,2,2025-03-11
9423,4465,6,27,9,9,2025-03-06
9424,4014,478,32,19,9,2025-03-01
9425,3078,232,27,11,1,2025-05-10
9426,411,485,57,16,5,2025-12-01
9427,1939,327,46,4,10,2025-11-17
9428,4046,454,57,9,6,2025-08-24
9429,4115,351,48,15,6,2025-06-13
9430,3307,151,89,20,10,2025-10-17
9431,1901,220,65,7,3,2025-02-25
9432,3086,244,20,7,6,2025-02-04
9433,3627,151,12,13,8,2025-08-16
9434,4097,15,95,3,3,2025-03-23
9435,3123,185,56,5,3,2025-10-24
9436,4266,73,83,9,1,2025-10-20
9437,1585,56,46,18,9,2025-09-20
9438,4347,311,44,16,3,2025-06-22
9439,4613,84,33,5,8,2025-07-17
9440,2777,215,81,8,5,2025-03-11
9441,1147,166,82,7,9,2025-05-06
9442,4005,190,53,17,7,2025-05-11
9443,1193,43,31,17,5,2025-05-20
9444,1036,82,87,10,9,2025-07-16
9445,1811,232,38,3,8,2025-09-14
9446,1024,230,83,9,6,2025-11-26
9447,4796,112,70,12,5,2025-03-29
9448,3792,16,87,15,6,2025-10-27
9449,4881,381,34,15,10,2025-01-10
9450,3972,223,24,20,3,2025-02-18
9451,2906,434,55,12,1,2025-10-18
9452,1692,125,69,13,5,2025-12-31
9453,2907,403,46,7,3,2025-04-30
9454,3088,405,66,16,3,2025-10-29
9455,2496,271,93,17,5,2025-12-06
9456,3210,333,19,1,8,2025-09-02
9457,27,245,12,7,7,2025-01-19
9458,2540,500,71,17,2,2025-04-22
9459,4450,168,57,6,6,2025-11-03
9460,4742,328,63,19,6,2025-05-01
9461,1855,100,49,10,4,2025-09-24
9462,3611,131,30,5,1,2025-06-24
9463,1329,187,20,11,2,2025-02-19
9464,2788,419,33,14,2,2025-01-27
9465,3756,4,49,8,4,2025-10-13
9466,842,173,35,2,2,2025-11-30
9467,770,42,72,16,10,2025-04-29
9468,2465,126,7,3,10,2025-03-01
9469,2618,132,91,4,4,2025-09-22
9470,4057,113,41,8,8,2025-12-17
9471,1909,172,14,2,2,2025-08-02
9472,769,421,50,6,5,2025-01-02
9473,4319,66,68,13,10,2025-05-07
9474,77,382,3,1,3,2025-12-14
9475,1857,122,95,13,4,2025-11-29
9476,3238,334,55,7,10,2025-09-03
9477,2858,266,1,18,8,2025-12-01
9478,2600,262,59,11,9,2025-02-24
9479,2389,143,33,16,1,2025-12-23
9480,4344,500,98,12,2,2025-01-07
9481,2368,186,78,5,9,2025-11-13
9482,4917,35,46,15,1,2025-09-03
9483,3407,378,18,15,8,2025-08-21
9484,2684,293,98,11,9,2025-11-03
9485,3577,225,36,20,2,2025-03-06
9486,3572,477,58,3,6,2025-08-03
9487,4287,331,48,8,6,2025-07-29
9488,4183,221,23,18,7,2025-05-29
9489,3189,136,55,20,7,2025-11-22
9490,2131,126,75,7,9,2025-04-19
9491,1213,376,1,13,6,2025-01-02
9492,4645,433,92,8,2,2025-03-12
9493,1328,349,11,5,3,2025-07-08
9494,3684,31,75,9,8,2025-04-22
9495,4310,240,61,6,3,2025-03-09
9496,4671,390,82,15,10,2025-09-01
9497,2195,40,34,6,2,2025-04-30
9498,1592,159,90,1,9,2025-11-09
9499,379,152,36,17,4,2025-01-04
9500,3832,265,95,18,7,2025-01-30
9501,1540,367,87,12,6,2025-02-15
9502,1581,447,98,20,10,2025-11-13
9503,405,184,73,2,5,2025-07-09
9504,3241,402,72,6,5,2025-04-18
9505,1008,130,19,13,2,2025-02-01
9506,2934,285,97,6,10,2025-02-22
9507,4591,439,30,7,5,2025-09-02
9508,728,157,20,17,7,2025-08-31
9509,1619,286,86,2,3,2025-11-28
9510,4122,373,81,7,8,2025-10-07
9511,381,499,87,3,4,2025-03-20
9512,3663,69,64,4,7,2025-08-06
9513,4629,227,95,10,3,2025-11-27
9514,2434,370,75,10,4,2025-02-24
9515,3774,28,75,18,8,2025-12-22
9516,655,452,74,10,2,2025-08-03
9517,4448,260,46,8,2,2025-12-18
9518,4161,300,95,17,10,2025-11-17
9519,345,500,46,15,3,2025-05-06
9520,4515,390,71,15,4,2025-08-19
9521,120,87,29,17,8,2025-09-07
9522,3200,336,25,11,10,2025-10-11
9523,1616,439,89,3,8,2025-11-16
9524,4379,227,87,17,5,2025-07-23
9525,1339,366,14,6,9,2025-06-23
9526,873,178,44,5,1,2025-04-21
9527,824,278,26,2,5,2025-09-26
9528,361,365,50,13,4,2025-01-08
9529,2735,69,70,4,3,2025-06-28
9530,3111,208,15,7,1,2025-10-24
9531,2707,105,14,3,10,2025-05-03
9532,4035,335,13,10,10,2025-08-10
9533,1986,120,98,18,2,2025-10-19
9534,680,45,19,9,10,2025-02-01
9535,2957,446,47,14,8,2025-01-25
9536,2263,143,39,3,8,2025-07-06
9537,3227,465,98,7,9,2025-04-08
9538,1384,18,69,12,9,2025-08-22
9539,3048,448,80,12,6,2025-05-01
9540,3961,235,29,15,8,2025-10-17
9541,4802,253,24,13,4,2025-06-05
9542,4718,316,80,10,4,2025-02-04
9543,3682,448,87,20,7,2025-06-01
9544,743,265,30,18,6,2025-02-10
9545,986,431,66,20,9,2025-03-03
9546,2065,78,90,6,5,2025-09-27
9547,3000,311,37,18,7,2025-08-20
9548,2366,299,16,20,5,2025-08-28
9549,4078,65,51,17,8,2025-04-08
9550,2732,119,68,3,1,2025-07-10
9551,3430,181,93,17,3,2025-09-12
9552,2217,215,94,20,6,2025-09-28
9553,2538,56,23,6,8,2025-12-15
9554,733,376,18,18,9,2025-03-01
9555,3166,358,94,10,1,2025-02-08
9556,3881,496,88,8,3,2025-10-05
9557,155,47,59,4,6,2025-02-20
9558,4734,59,86,10,10,2025-02-07
9559,3096,423,45,9,8,2025-05-17
9560,4764,199,76,3,8,2025-10-17
9561,3488,242,75,4,4,2025-03-12
9562,3530,232,94,8,6,2025-01-22
9563,4302,462,77,18,7,2025-07-14
9564,560,77,50,11,8,2025-08-06
9565,2724,322,31,4,8,2025-03-07
9566,1387,409,60,20,4,2025-01-13
9567,1371,109,87,18,5,2025-04-28
9568,557,263,45,8,7,2025-10-30
9569,2727,205,66,16,9,2025-03-05
9570,4095,209,23,8,8,2025-08-25
9571,537,441,54,18,8,2025-03-18
