shipment_id,order_id,shipped_date,shipment_status
9073,9073,2025-06-28,Delivered
9074,9074,2025-05-03,Shipped
9075,9075,2025-12-13,In Transit
9076,9076,2025-12-14,Delivered
9077,9077,2025-05-23,Delivered
9078,9078,2025-12-20,Delivered
9079,9079,2025-05-07,Shipped
9080,9080,2025-02-19,In Transit
9081,9081,2025-03-22,Delivered
9082,9082,2025-05-10,Shipped
9083,9083,2025-03-26,Delivered
9084,9084,2025-10-26,Delivered
9085,9085,2025-11-27,In Transit
9086,9086,2025-08-31,In Transit
9087,9087,2025-07-13,In Transit
9088,9088,2025-07-15,Delivered
9089,9089,2025-11-08,Delivered
9090,9090,2025-12-14,Delivered
9091,9091,2025-05-31,Shipped
9092,9092,2025-02-05,Delivered
9093,9093,2025-12-17,Shipped
9094,9094,2025-06-30,Delivered
9095,9095,2025-04-06,Delivered
9096,9096,2025-04-22,In Transit
9097,9097,2025-04-01,In Transit
9098,9098,2025-12-08,Delivered
9099,9099,2025-10-29,Shipped
9100,9100,2025-11-16,Delivered
9101,9101,2025-05-12,Delivered
9102,9102,2025-05-14,Delivered
9103,9103,2025-10-07,Delivered
9104,9104,2025-04-26,Shipped
9105,9105,2025-11-23,Delivered
9106,9106,2025-01-29,In Transit
9107,9107,2025-02-07,In Transit
9108,9108,2025-10-20,In Transit
9109,9109,2025-02-21,Shipped
9110,9110,2025-12-07,In Transit
9111,9111,2025-07-02,Delivered
9112,9112,2025-05-13,Shipped
9113,9113,2025-01-11,Delivered
9114,9114,2025-06-12,In Transit
9115,9115,2025-09-15,Delivered
9116,9116,2025-08-15,Shipped
9117,9117,2025-03-26,Shipped
9118,9118,2025-05-15,In Transit
9119,9119,2025-02-12,Shipped
9120,9120,2025-07-13,Shipped
9121,9121,2025-05-24,Shipped
9122,9122,2025-02-20,In Transit
9123,9123,2025-03-07,Delivered
9124,9124,2025-08-09,In Transit
9125,9125,2025-12-09,In Transit
9126,9126,2025-01-15,Delivered
9127,9127,2025-06-16,Delivered
9128,9128,2025-04-02,Delivered
9129,9129,2025-04-25,Delivered
9130,9130,2025-09-11,Shipped
9131,9131,2025-09-10,Delivered
9132,9132,2025-10-22,Delivered
9133,9133,2025-12-31,Delivered
9134,9134,2025-07-14,Shipped
9135,9135,2025-03-31,In Transit
9136,9136,2025-06-16,Shipped
9137,9137,2025-05-22,Delivered
9138,9138,2025-08-14,Delivered
9139,9139,2025-06-22,Shipped
9140,9140,2025-04-27,In Transit
9141,9141,2025-05-27,Shipped
9142,9142,2025-10-13,Shipped
9143,9143,2025-05-18,Shipped
9144,9144,2025-06-08,Delivered
9145,9145,2025-03-12,In Transit
9146,9146,2025-12-07,Shipped
9147,9147,2025-03-31,In Transit
9148,9148,2025-11-29,Delivered
9149,9149,2025-10-16,Delivered
9150,9150,2026-01-01,Delivered
9151,9151,2025-12-05,In Transit
9152,9152,2025-05-07,Shipped
9153,9153,2025-07-24,Delivered
9154,9154,2025-03-15,Shipped
9155,9155,2025-11-12,In Transit
9156,9156,2025-03-22,In Transit
9157,9157,2025-05-26,Delivered
9158,9158,2025-05-07,Shipped
9159,9159,2025-01-25,Shipped
9160,9160,2025-10-06,In Transit
9161,9161,2025-12-06,In Transit
9162,9162,2025-09-15,Delivered
9163,9163,2025-01-20,Delivered
9164,9164,2025-04-10,Delivered
9165,9165,2025-10-19,Delivered
9166,9166,2025-07-29,Delivered
9167,9167,2025-04-02,In Transit
9168,9168,2025-12-04,Delivered
9169,9169,2025-12-30,Delivered
9170,9170,2025-10-01,In Transit
9171,9171,2025-09-01,Shipped
9172,9172,2025-07-08,In Transit
9173,9173,2025-11-06,Delivered
9174,9174,2025-06-17,Delivered
9175,9175,2025-04-20,Delivered
9176,9176,2025-03-29,Shipped
9177,9177,2025-07-20,Shipped
9178,9178,2025-11-30,In Transit
9179,9179,2025-12-11,In Transit
9180,9180,2025-07-05,Delivered
9181,9181,2025-09-03,In Transit
9182,9182,2025-05-27,Delivered
9183,9183,2025-10-30,In Transit
9184,9184,2025-02-21,Delivered
9185,9185,2025-04-09,Delivered
9186,9186,2025-07-12,In Transit
9187,9187,2025-05-14,Shipped
9188,9188,2025-08-30,In Transit
9189,9189,2025-11-16,Shipped
9190,9190,2025-07-08,Shipped
9191,9191,2025-03-01,Delivered
9192,9192,2025-02-21,Shipped
9193,9193,2025-10-29,Shipped
9194,9194,2025-08-23,Delivered
9195,9195,2025-01-15,Shipped
9196,9196,2025-12-20,In Transit
9197,9197,2025-02-24,Delivered
9198,9198,2025-01-24,Delivered
9199,9199,2025-10-12,Shipped
9200,9200,2025-12-23,Delivered
9201,9201,2025-06-12,Shipped
9202,9202,2025-05-06,Delivered
9203,9203,2025-10-03,In Transit
9204,9204,2025-05-17,Shipped
9205,9205,2025-04-10,Shipped
9206,9206,2025-02-05,Shipped
9207,9207,2025-12-28,Shipped
9208,9208,2025-10-18,Delivered
9209,9209,2025-04-10,In Transit
9210,9210,2025-07-10,In Transit
9211,9211,2025-02-27,In Transit
9212,9212,2025-11-18,In Transit
9213,9213,2025-02-25,Shipped
9214,9214,2025-03-10,Shipped
9215,9215,2025-04-09,In Transit
9216,9216,2025-04-13,Shipped
9217,9217,2025-01-26,Shipped
9218,9218,2025-11-13,Shipped
9219,9219,2025-02-24,Shipped
9220,9220,2025-04-30,Delivered
9221,9221,2025-09-29,Shipped
9222,9222,2025-05-03,Shipped
9223,9223,2025-10-13,Shipped
9224,9224,2025-08-18,In Transit
9225,9225,2025-11-30,Delivered
9226,9226,2025-09-30,Delivered
9227,9227,2025-04-22,Shipped
9228,9228,2025-05-16,Shipped
9229,9229,2025-02-25,In Transit
9230,9230,2025-01-03,In Transit
9231,9231,2025-12-04,Delivered
9232,9232,2025-10-01,Delivered
9233,9233,2025-05-31,In Transit
9234,9234,2025-04-26,Shipped
9235,9235,2025-07-25,Delivered
9236,9236,2025-03-16,In Transit
9237,9237,2025-06-01,Shipped
9238,9238,2025-07-13,Delivered
9239,9239,2025-11-08,Delivered
9240,9240,2025-01-10,Delivered
9241,9241,2025-02-03,Shipped
9242,9242,2025-05-19,Delivered
9243,9243,2025-08-06,In Transit
9244,9244,2025-08-03,Delivered
9245,9245,2025-02-03,Delivered
9246,9246,2025-08-19,Shipped
9247,9247,2025-04-21,Shipped
9248,9248,2025-08-26,In Transit
9249,9249,2025-10-24,Shipped
9250,9250,2025-10-29,In Transit
9251,9251,2025-09-23,In Transit
9252,9252,2025-03-16,Delivered
9253,9253,2025-01-31,In Transit
9254,9254,2025-05-14,In Transit
9255,9255,2025-09-01,Shipped
9256,9256,2025-10-08,In Transit
9257,9257,2025-12-06,In Transit
9258,9258,2025-11-30,In Transit
9259,9259,2025-05-07,In Transit
9260,9260,2025-12-16,Delivered
9261,9261,2025-12-11,Delivered
9262,9262,2025-06-15,In Transit
9263,9263,2025-12-28,Shipped
9264,9264,2025-06-22,Shipped
9265,9265,2025-03-23,In Transit
9266,9266,2025-08-03,In Transit
9267,9267,2025-08-17,Delivered
9268,9268,2025-05-26,Delivered
9269,9269,2025-09-30,In Transit
9270,9270,2025-02-16,Delivered
9271,9271,2025-10-14,In Transit
9272,9272,2025-08-26,Delivered
9273,9273,2025-12-15,Shipped
9274,9274,2025-01-20,In Transit
9275,9275,2025-03-28,Delivered
9276,9276,2025-08-16,Shipped
9277,9277,2025-11-14,Delivered
9278,9278,2025-04-25,In Transit
9279,9279,2025-07-24,Delivered
9280,9280,2025-09-13,Delivered
9281,9281,2025-12-23,In Transit
9282,9282,2025-10-10,In Transit
9283,9283,2025-03-16,In Transit
9284,9284,2025-09-17,Shipped
9285,9285,2025-12-16,Delivered
9286,9286,2025-03-23,In Transit
9287,9287,2025-02-07,In Transit
9288,9288,2025-02-16,Delivered
9289,9289,2025-05-09,Shipped
9290,9290,2025-04-04,Delivered
9291,9291,2025-03-07,Shipped
9292,9292,2025-05-14,Shipped
9293,9293,2025-07-21,Delivered
9294,9294,2025-04-28,Shipped
9295,9295,2025-08-13,In Transit
9296,9296,2025-04-18,Delivered
9297,9297,2025-03-31,Shipped
9298,9298,2025-09-15,Delivered
9299,9299,2025-06-03,In Transit
9300,9300,2025-12-01,Shipped
9301,9301,2025-05-14,Shipped
9302,9302,2025-02-01,In Transit
9303,9303,2025-12-28,In Transit
9304,9304,2025-08-31,In Transit
9305,9305,2025-07-04,Delivered
9306,9306,2025-07-08,Delivered
9307,9307,2025-09-15,In Transit
9308,9308,2025-06-14,In Transit
9309,9309,2025-03-30,Shipped
9310,9310,2025-05-12,Delivered
9311,9311,2025-03-05,Delivered
9312,9312,2025-07-22,In Transit
9313,9313,2025-05-28,Delivered
9314,9314,2025-05-10,Shipped
9315,9315,2025-09-29,Shipped
9316,9316,2025-06-12,Shipped
9317,9317,2025-03-01,Shipped
9318,9318,2025-04-17,Shipped
9319,9319,2025-08-23,In Transit
9320,9320,2025-12-20,Delivered
9321,9321,2025-11-30,Shipped
9322,9322,2025-09-05,Shipped
9323,9323,2025-09-17,Shipped
9324,9324,2025-01-14,In Transit
9325,9325,2025-07-09,Delivered
9326,9326,2025-03-24,In Transit
9327,9327,2025-06-19,Delivered
9328,9328,2025-10-28,In Transit
9329,9329,2025-07-09,Shipped
9330,9330,2025-04-03,In Transit
9331,9331,2025-12-06,Shipped
9332,9332,2025-09-05,In Transit
9333,9333,2025-08-27,Shipped
9334,9334,2025-06-10,Shipped
9335,9335,2025-11-20,Delivered
9336,9336,2025-03-02,Delivered
9337,9337,2025-07-26,Shipped
9338,9338,2025-05-10,Delivered
9339,9339,2025-12-26,Delivered
9340,9340,2025-02-11,In Transit
9341,9341,2025-10-08,Delivered
9342,9342,2025-02-03,In Transit
9343,9343,2025-04-25,In Transit
9344,9344,2025-07-27,Shipped
9345,9345,2025-01-06,Delivered
9346,9346,2025-05-11,Shipped
9347,9347,2025-10-08,In Transit
9348,9348,2025-07-22,Delivered
9349,9349,2026-01-03,Delivered
9350,9350,2025-07-26,Delivered
9351,9351,2025-04-19,In Transit
9352,9352,2025-03-26,In Transit
9353,9353,2025-07-09,In Transit
9354,9354,2025-07-09,Shipped
9355,9355,2025-11-19,Delivered
9356,9356,2025-01-06,Delivered
9357,9357,2025-11-04,In Transit
9358,9358,2025-03-19,Shipped
9359,9359,2025-10-17,In Transit
9360,9360,2025-04-15,Delivered
9361,9361,2025-04-02,Delivered
9362,9362,2025-06-17,Shipped
9363,9363,2025-06-19,Delivered
9364,9364,2025-03-22,Delivered
9365,9365,2025-09-05,Shipped
9366,9366,2025-02-06,In Transit
9367,9367,2025-11-17,Shipped
9368,9368,2025-12-31,Delivered
9369,9369,2025-05-21,In Transit
9370,9370,2025-04-16,In Transit
9371,9371,2025-06-21,Shipped
9372,9372,2025-03-23,In Transit
9373,9373,2025-12-29,In Transit
9374,9374,2025-02-11,Delivered
9375,9375,2025-05-10,Shipped
9376,9376,2025-02-10,Shipped
9377,9377,2025-04-21,In Transit
9378,9378,2025-05-19,In Transit
9379,9379,2025-09-06,Shipped
9380,9380,2025-10-19,Delivered
9381,9381,2025-09-25,Delivered
9382,9382,2025-04-27,Delivered
9383,9383,2025-09-03,Delivered
9384,9384,2025-06-21,In Transit
9385,9385,2025-04-02,Delivered
9386,9386,2025-12-04,In Transit
9387,9387,2025-02-09,Shipped
9388,9388,2025-12-02,Delivered
9389,9389,2025-05-06,Delivered
9390,9390,2025-05-21,Shipped
9391,9391,2025-06-18,Delivered
9392,9392,2025-04-12,Shipped
9393,9393,2025-04-23,In Transit
9394,9394,2025-09-09,Shipped
9395,9395,2025-10-14,In Transit
9396,9396,2025-03-24,Shipped
9397,9397,2025-08-06,In Transit
9398,9398,2025-05-05,Delivered
9399,9399,2025-09-25,Delivered
9400,9400,2025-04-27,Delivered
9401,9401,2025-02-05,Delivered
9402,9402,2025-04-09,Delivered
9403,9403,2025-03-08,Delivered
9404,9404,2025-02-23,Delivered
9405,9405,2025-12-30,Shipped
9406,9406,2025-04-20,Delivered
9407,9407,2025-07-14,Delivered
9408,9408,2025-12-01,Shipped
9409,9409,2025-06-15,Delivered
9410,9410,2025-04-17,Delivered
9411,9411,2025-04-17,Shipped
9412,9412,2025-10-26,Shipped
9413,9413,2025-04-03,In Transit
9414,9414,2025-12-12,Shipped
9415,9415,2025-05-23,Shipped
9416,9416,2025-09-14,Delivered
9417,9417,2025-11-10,Shipped
9418,9418,2025-07-29,Delivered
9419,9419,2025-10-25,In Transit
9420,9420,2025-10-20,Shipped
9421,9421,2025-11-28,Shipped
9422,9422,2025-03-12,Shipped
9423,9423,2025-03-07,Delivered
9424,9424,2025-03-02,Delivered
9425,9425,2025-05-13,In Transit
9426,9426,2025-12-04,In Transit
9427,9427,2025-11-20,Shipped
9428,9428,2025-08-25,In Transit
9429,9429,2025-06-15,In Transit
9430,9430,2025-10-20,Delivered
9431,9431,2025-02-27,In Transit
9432,9432,2025-02-05,Shipped
9433,9433,2025-08-17,Shipped
9434,9434,2025-03-25,In Transit
9435,9435,2025-10-25,In Transit
9436,9436,2025-10-23,Delivered
9437,9437,2025-09-22,In Transit
9438,9438,2025-06-24,Delivered
9439,9439,2025-07-19,Shipped
9440,9440,2025-03-13,Shipped
9441,9441,2025-05-07,Shipped
9442,9442,2025-05-13,In Transit
9443,9443,2025-05-21,Shipped
9444,9444,2025-07-19,Shipped
9445,9445,2025-09-16,Shipped
9446,9446,2025-11-29,In Transit
9447,9447,2025-04-01,Shipped
9448,9448,2025-10-29,In Transit
9449,9449,2025-01-11,Delivered
9450,9450,2025-02-21,In Transit
9451,9451,2025-10-19,Delivered
9452,9452,2026-01-03,In Transit
9453,9453,2025-05-03,In Transit
9454,9454,2025-11-01,Delivered
9455,9455,2025-12-08,Shipped
9456,9456,2025-09-03,Shipped
9457,9457,2025-01-20,Delivered
9458,9458,2025-04-25,In Transit
9459,9459,2025-11-04,Delivered
9460,9460,2025-05-02,Delivered
9461,9461,2025-09-26,Delivered
9462,9462,2025-06-26,In Transit
9463,9463,2025-02-21,Shipped
9464,9464,2025-01-30,Shipped
9465,9465,2025-10-14,Delivered
9466,9466,2025-12-03,Delivered
9467,9467,2025-05-01,In Transit
9468,9468,2025-03-03,In Transit
9469,9469,2025-09-23,Delivered
9470,9470,2025-12-20,In Transit
9471,9471,2025-08-03,In Transit
9472,9472,2025-01-03,Delivered
9473,9473,2025-05-09,Delivered
9474,9474,2025-12-15,In Transit
9475,9475,2025-12-01,Delivered
9476,9476,2025-09-05,Shipped
9477,9477,2025-12-03,Delivered
9478,9478,2025-02-26,Shipped
9479,9479,2025-12-25,In Transit
9480,9480,2025-01-09,In Transit
9481,9481,2025-11-15,Delivered
9482,9482,2025-09-06,Shipped
9483,9483,2025-08-24,Shipped
9484,9484,2025-11-04,Delivered
9485,9485,2025-03-07,Shipped
9486,9486,2025-08-04,In Transit
9487,9487,2025-08-01,Shipped
9488,9488,2025-06-01,Delivered
9489,9489,2025-11-23,Shipped
9490,9490,2025-04-21,Shipped
9491,9491,2025-01-04,Shipped
9492,9492,2025-03-14,Delivered
9493,9493,2025-07-10,In Transit
9494,9494,2025-04-24,Shipped
9495,9495,2025-03-12,Shipped
9496,9496,2025-09-03,In Transit
9497,9497,2025-05-03,Delivered
9498,9498,2025-11-11,Shipped
9499,9499,2025-01-07,In Transit
9500,9500,2025-02-02,In Transit
9501,9501,2025-02-16,Shipped
9502,9502,2025-11-16,In Transit
9503,9503,2025-07-10,In Transit
9504,9504,2025-04-20,Delivered
9505,9505,2025-02-03,In Transit
9506,9506,2025-02-25,Shipped
9507,9507,2025-09-04,Delivered
9508,9508,2025-09-02,Delivered
9509,9509,2025-12-01,In Transit
9510,9510,2025-10-08,Delivered
9511,9511,2025-03-21,Delivered
9512,9512,2025-08-07,Shipped
9513,9513,2025-11-28,Shipped
9514,9514,2025-02-27,Delivered
9515,9515,2025-12-24,In Transit
9516,9516,2025-08-06,Delivered
9517,9517,2025-12-20,Delivered
9518,9518,2025-11-20,In Transit
9519,9519,2025-05-07,In Transit
9520,9520,2025-08-22,In Transit
9521,9521,2025-09-10,Delivered
9522,9522,2025-10-13,Shipped
9523,9523,2025-11-17,Delivered
9524,9524,2025-07-24,Shipped
9525,9525,2025-06-25,In Transit
9526,9526,2025-04-24,Delivered
9527,9527,2025-09-29,In Transit
9528,9528,2025-01-11,Delivered
9529,9529,2025-07-01,In Transit
9530,9530,2025-10-25,In Transit
9531,9531,2025-05-04,Delivered
9532,9532,2025-08-12,Shipped
9533,9533,2025-10-21,Shipped
9534,9534,2025-02-03,Shipped
9535,9535,2025-01-26,In Transit
9536,9536,2025-07-07,In Transit
9537,9537,2025-04-09,In Transit
9538,9538,2025-08-25,Delivered
9539,9539,2025-05-04,Delivered
9540,9540,2025-10-19,Shipped
9541,9541,2025-06-07,In Transit
9542,9542,2025-02-07,In Transit
9543,9543,2025-06-04,In Transit
9544,9544,2025-02-11,In Transit
9545,9545,2025-03-04,Shipped
9546,9546,2025-09-29,In Transit
9547,9547,2025-08-22,In Transit
9548,9548,2025-08-30,Delivered
9549,9549,2025-04-11,Delivered
9550,9550,2025-07-13,Delivered
9551,9551,2025-09-13,Delivered
9552,9552,2025-10-01,Delivered
9553,9553,2025-12-18,In Transit
9554,9554,2025-03-03,In Transit
9555,9555,2025-02-10,In Transit
9556,9556,2025-10-07,Shipped
9557,9557,2025-02-21,In Transit
9558,9558,2025-02-08,Delivered
9559,9559,2025-05-19,Delivered
9560,9560,2025-10-19,Delivered
9561,9561,2025-03-14,Shipped
9562,9562,2025-01-23,In Transit
9563,9563,2025-07-15,Delivered
9564,9564,2025-08-08,In Transit
9565,9565,2025-03-10,Shipped
9566,9566,2025-01-15,Shipped
9567,9567,2025-05-01,In Transit
9568,9568,2025-10-31,Shipped
9569,9569,2025-03-06,In Transit
9570,9570,2025-08-27,In Transit
9571,9571,2025-03-20,In Transit
9572,9572,2025-03-25,Shipped
9573,9573,2025-07-23,Delivered
9574,9574,2025-10-02,Delivered
9575,9575,2025-12-24,Shipped
9576,9576,2025-02-18,Shipped
9577,9577,2025-10-20,Shipped
9578,9578,2025-04-05,In Transit
9579,9579,2025-11-21,In Transit
9580,9580,2025-08-03,Shipped
9581,9581,2025-03-26,Delivered
9582,9582,2025-06-21,In Transit
9583,9583,2025-10-15,In Transit
9584,9584,2025-01-25,In Transit
9585,9585,2025-02-24,Shipped
9586,9586,2025-05-02,Delivered
9587,9587,2025-04-18,Delivered
9588,9588,2025-01-13,In Transit
9589,9589,2025-04-02,Delivered
9590,9590,2025-08-24,Delivered
9591,9591,2025-07-02,Shipped
9592,9592,2025-12-10,Shipped
9593,9593,2025-03-19,Shipped
9594,9594,2025-09-09,Delivered
9595,9595,2025-11-18,In Transit
9596,9596,2025-06-22,In Transit
9597,9597,2025-11-20,Delivered
9598,9598,2025-12-11,Delivered
9599,9599,2025-09-12,Delivered
9600,9600,2025-04-04,Delivered
9601,9601,2025-03-19,Shipped
9602,9602,2025-12-30,In Transit
9603,9603,2025-06-29,Shipped
9604,9604,2025-01-11,Delivered
9605,9605,2025-04-17,Shipped
9606,9606,2025-11-02,In Transit
9607,9607,2025-07-04,Delivered
9608,9608,2025-02-22,In Transit
9609,9609,2025-10-04,In Transit
9610,9610,2025-06-25,Shipped
9611,9611,2025-03-11,Shipped
9612,9612,2025-11-27,Shipped
9613,9613,2025-07-21,In Transit
9614,9614,2025-01-08,In Transit
9615,9615,2025-12-30,In Transit
9616,9616,2025-07-04,Shipped
9617,9617,2025-09-22,Delivered
9618,9618,2025-05-04,Delivered
9619,9619,2025-04-30,Delivered
9620,9620,2025-02-07,Delivered
9621,9621,2025-03-25,Shipped
9622,9622,2025-03-25,Shipped
9623,9623,2025-12-11,Delivered
9624,9624,2025-03-19,In Transit
9625,9625,2025-10-24,Delivered
9626,9626,2025-06-15,In Transit
9627,9627,2025-01-13,Delivered
9628,9628,2025-03-16,Delivered
9629,9629,2025-06-29,Delivered
9630,9630,2025-09-02,In Transit
9631,9631,2025-06-10,Shipped
9632,9632,2025-11-04,In Transit
9633,9633,2025-03-20,In Transit
9634,9634,2025-01-15,Shipped
9635,9635,2025-04-22,Delivered
9636,9636,2025-06-28,In Transit
9637,9637,2025-04-13,Delivered
9638,9638,2025-10-27,In Transit
9639,9639,2025-10-25,In Transit
9640,9640,2025-03-06,In Transit
9641,9641,2025-04-10,Shipped
9642,9642,2025-07-15,Delivered
9643,9643,2025-12-28,In Transit
9644,9644,2025-02-27,Shipped
9645,9645,2025-07-14,In Transit
9646,9646,2025-09-26,Delivered
9647,9647,2025-04-10,Shipped
9648,9648,2025-12-19,Shipped
9649,9649,2025-04-11,In Transit
9650,9650,2025-10-21,Shipped
9651,9651,2025-04-19,Delivered
9652,9652,2025-07-12,Delivered
9653,9653,2025-06-01,Shipped
9654,9654,2025-12-01,Delivered
9655,9655,2025-09-12,Delivered
9656,9656,2025-04-29,Delivered
9657,9657,2025-08-07,In Transit
9658,9658,2025-02-18,Shipped
9659,9659,2025-12-07,In Transit
9660,9660,2025-02-24,In Transit
9661,9661,2025-09-22,Shipped
9662,9662,2025-06-14,Shipped
9663,9663,2025-11-11,Shipped
9664,9664,2025-06-19,Shipped
9665,9665,2025-02-08,Shipped
9666,9666,2025-04-23,In Transit
9667,9667,2026-01-02,Shipped
9668,9668,2025-05-05,Shipped
9669,9669,2025-08-21,In Transit
9670,9670,2025-10-24,Shipped
9671,9671,2025-09-22,Delivered
9672,9672,2025-11-25,Delivered
9673,9673,2025-03-22,Delivered
9674,9674,2025-10-12,Shipped
9675,9675,2025-04-29,Shipped
9676,9676,2025-09-28,Delivered
9677,9677,2025-08-13,In Transit
9678,9678,2025-01-06,Delivered
9679,9679,2025-08-29,Shipped
9680,9680,2025-02-18,Delivered
9681,9681,2025-05-26,In Transit
9682,9682,2025-04-27,In Transit
9683,9683,2025-03-12,Shipped
9684,9684,2025-06-03,Shipped
9685,9685,2025-07-24,Shipped
9686,9686,2025-08-20,Delivered
9687,9687,2025-09-11,Shipped
9688,9688,2025-01-28,Shipped
9689,9689,2025-02-04,In Transit
9690,9690,2025-04-23,In Transit
9691,9691,2025-08-23,Delivered
9692,9692,2025-12-31,Shipped
9693,9693,2025-01-15,In Transit
9694,9694,2025-11-20,Shipped
9695,9695,2025-01-26,Delivered
9696,9696,2025-05-24,In Transit
9697,9697,2025-03-17,Delivered
9698,9698,2025-07-04,Delivered
9699,9699,2025-06-03,Shipped
9700,9700,2025-05-27,Delivered
9701,9701,2026-01-01,Shipped
9702,9702,2025-08-26,In Transit
9703,9703,2025-08-28,In Transit
9704,9704,2025-09-07,Delivered
9705,9705,2025-12-03,Shipped
9706,9706,2025-05-12,Delivered
9707,9707,2025-03-29,Delivered
9708,9708,2025-12-02,Delivered
9709,9709,2025-08-22,In Transit
9710,9710,2025-11-06,Delivered
9711,9711,2025-08-29,Shipped
9712,9712,2025-11-28,In Transit
9713,9713,2025-02-16,In Transit
9714,9714,2025-02-05,Shipped
9715,9715,2025-10-12,In Transit
9716,9716,2025-11-25,Shipped
9717,9717,2025-11-17,Shipped
9718,9718,2025-02-05,Delivered
9719,9719,2025-05-29,Delivered
9720,9720,2025-05-18,Shipped
9721,9721,2025-10-16,Delivered
9722,9722,2025-10-05,In Transit
9723,9723,2025-08-18,In Transit
9724,9724,2025-10-28,In Transit
9725,9725,2025-04-28,Shipped
9726,9726,2025-04-29,Shipped
9727,9727,2025-02-09,In Transit
9728,9728,2025-12-16,Delivered
9729,9729,2025-10-19,Shipped
9730,9730,2025-08-19,Delivered
9731,9731,2025-10-13,Delivered
9732,9732,2025-05-26,Delivered
9733,9733,2025-02-13,Delivered
9734,9734,2025-05-12,In Transit
9735,9735,2025-06-30,In Transit
9736,9736,2025-05-16,Delivered
9737,9737,2025-06-15,Shipped
9738,9738,2025-01-03,Delivered
9739,9739,2025-01-25,In Transit
9740,9740,2025-05-13,Shipped
9741,9741,2025-04-17,Shipped
9742,9742,2025-07-24,Delivered
9743,9743,2025-06-13,In Transit
9744,9744,2025-05-07,Shipped
9745,9745,2025-04-15,In Transit
9746,9746,2025-11-21,Shipped
9747,9747,2025-08-30,Delivered
9748,9748,2025-11-04,In Transit
9749,9749,2025-09-30,Shipped
9750,9750,2025-10-16,Delivered
9751,9751,2025-11-23,In Transit
9752,9752,2025-01-30,In Transit
9753,9753,2025-05-09,Shipped
9754,9754,2025-10-05,Delivered
9755,9755,2025-07-24,Delivered
9756,9756,2025-03-21,Shipped
9757,9757,2025-03-21,Shipped
9758,9758,2025-01-30,Shipped
9759,9759,2025-06-01,Shipped
9760,9760,2025-07-19,Delivered
9761,9761,2025-10-03,Shipped
9762,9762,2025-08-28,In Transit
9763,9763,2025-05-08,Shipped
9764,9764,2025-05-08,In Transit
9765,9765,2025-07-08,Shipped
9766,9766,2025-09-05,Shipped
9767,9767,2025-07-11,Shipped
9768,9768,2025-01-03,Delivered
9769,9769,2025-01-07,In Transit
9770,9770,2025-03-31,Delivered
9771,9771,2025-09-26,Shipped
9772,9772,2025-12-10,In Transit
9773,9773,2025-09-09,Shipped
9774,9774,2025-12-13,Delivered
9775,9775,2025-11-30,Delivered
9776,9776,2025-02-03,Shipped
9777,9777,2025-12-03,Delivered
9778,9778,2025-04-09,In Transit
9779,9779,2026-01-01,In Transit
9780,9780,2025-03-18,Shipped
9781,9781,2025-02-08,In Transit
9782,9782,2025-01-16,In Transit
9783,9783,2025-08-01,Delivered
9784,9784,2025-02-17,Shipped
9785,9785,2026-01-01,Shipped
9786,9786,2025-03-09,In Transit
9787,9787,2025-11-17,Shipped
9788,9788,2025-04-20,Delivered
9789,9789,2025-09-01,In Transit
9790,9790,2025-02-11,Delivered
9791,9791,2025-10-07,Shipped
9792,9792,2025-09-28,In Transit
9793,9793,2025-05-07,Shipped
9794,9794,2025-04-16,In Transit
9795,9795,2025-01-07,In Transit
9796,9796,2025-08-15,In Transit
9797,9797,2025-07-30,Delivered
9798,9798,2025-08-15,Delivered
9799,9799,2025-02-17,In Transit
9800,9800,2025-05-19,Shipped
9801,9801,2025-12-05,In Transit
9802,9802,2025-11-07,Delivered
9803,9803,2025-09-19,Shipped
9804,9804,2025-03-06,Delivered
9805,9805,2025-06-01,Shipped
9806,9806,2025-07-23,In Transit
9807,9807,2025-06-17,Delivered
9808,9808,2025-05-07,Shipped
9809,9809,2025-07-20,Delivered
9810,9810,2025-04-07,In Transit
9811,9811,2025-01-26,In Transit
9812,9812,2025-08-15,In Transit
9813,9813,2025-06-18,Shipped
9814,9814,2025-02-25,Shipped
9815,9815,2025-11-03,Shipped
9816,9816,2025-07-15,Delivered
9817,9817,2025-08-01,Delivered
9818,9818,2025-10-12,Shipped
9819,9819,2025-09-22,Shipped
9820,9820,2025-11-24,Shipped
9821,9821,2025-12-21,Delivered
9822,9822,2025-04-14,Shipped
9823,9823,2025-02-14,In Transit
9824,9824,2025-11-04,Shipped
9825,9825,2025-01-05,Shipped
9826,9826,2025-05-15,Delivered
9827,9827,2025-11-08,Shipped
9828,9828,2025-02-20,Delivered
9829,9829,2025-08-13,In Transit
9830,9830,2025-01-15,In Transit
9831,9831,2025-09-29,In Transit
9832,9832,2025-04-20,In Transit
9833,9833,2025-11-18,Delivered
9834,9834,2025-05-17,Shipped
9835,9835,2025-05-22,Shipped
9836,9836,2025-03-14,Delivered
9837,9837,2025-06-05,In Transit
9838,9838,2025-08-05,In Transit
9839,9839,2025-12-02,In Transit
9840,9840,2025-11-17,Shipped
9841,9841,2025-07-08,In Transit
9842,9842,2025-07-15,Shipped
9843,9843,2025-04-12,In Transit
9844,9844,2025-04-22,Delivered
9845,9845,2025-07-06,Delivered
9846,9846,2025-02-27,Delivered
9847,9847,2025-04-12,Shipped
9848,9848,2025-08-31,Shipped
